id,nombre,precio,stock
1103,Celular,500.28,11
1104,Notebook,193.74,69
1105,Cargador,477.46,57
1106,Cargador,282.66,94
1107,Funda,111.71,44
1108,Tablet,248.72,3
1109,Notebook,600.25,21
1110,Cargador,101.06,64
1111,Tablet,120.45,31
1112,Tablet,273.74,43
1113,Tablet,178.41,36
1114,Notebook,641.41,86
1115,Celular,314.1,59
1116,Tablet,617.08,15
1117,Funda,498.62,39
1118,Cargador,398.56,68
1119,Funda,74.28,1
1120,Tablet,785.57,14
1121,Celular,202.22,82
1122,Cargador,785.0,77
1123,Tablet,29.19,68
1124,Cargador,166.59,31
1125,Celular,773.06,56
1126,Funda,562.61,37
1127,Tablet,199.27,29
1128,Cargador,234.48,47
1129,Notebook,598.74,69
1130,Celular,215.81,5
1131,Funda,508.45,34
1132,Notebook,194.94,27
1133,Celular,783.3,63
1134,Cargador,102.58,62
1135,Tablet,402.93,11
1136,Cargador,730.45,58
1137,Notebook,214.41,8
1138,Celular,561.41,53
1139,Notebook,549.31,36
1140,Funda,750.66,74
1141,Funda,321.36,12
1142,Cargador,225.33,26
1143,Funda,209.37,76
1144,Celular,274.57,2
1145,Celular,643.95,85
1146,Celular,506.47,70
1147,Notebook,324.87,20
1148,Tablet,168.86,47
1149,Tablet,525.45,46
1150,Celular,55.16,0
1151,Tablet,442.23,52
1152,Notebook,270.68,97
1153,Tablet,484.62,5
1154,Cargador,506.39,16
1155,Cargador,717.27,44
1156,Celular,719.52,29
1157,Celular,509.53,48
1158,Notebook,518.24,50
1159,Celular,702.04,86
1160,Cargador,648.0,17
1161,Celular,458.42,96
1162,Celular,619.79,57
1163,Cargador,372.09,32
1164,Funda,240.85,78
1165,Cargador,574.98,1
1166,Funda,320.0,21
1167,Funda,116.09,94
1168,Funda,609.87,0
1169,Celular,559.9,76
1170,Celular,362.23,21
1171,Notebook,55.03,84
1172,Tablet,738.1,91
1173,Funda,541.27,79
1174,Cargador,178.47,52
1175,Funda,401.73,56
1176,Celular,12.73,66
1177,Celular,698.78,91
1178,Tablet,560.68,88
1179,Funda,68.3,78
1180,Funda,556.32,95
1181,Funda,786.2,56
1182,Tablet,121.98,9
1183,Cargador,84.52,11
1184,Cargador,747.38,84
1185,Notebook,553.63,59
1186,Tablet,676.88,13
1187,Funda,689.56,48
1188,Funda,728.94,32
1189,Notebook,784.36,45
1190,Notebook,608.89,19
1191,Cargador,463.5,83
1192,Celular,454.95,33
1193,Funda,301.97,83
1194,Celular,294.1,46
1195,Notebook,738.62,54
1196,Cargador,419.03,72
1197,Cargador,421.56,65
1198,Tablet,397.98,71
1199,Celular,383.33,56
1200,Notebook,750.4,33
1201,Celular,264.41,53
1202,Funda,765.96,59
1203,Tablet,90.3,73
1204,Celular,726.88,68
1205,Funda,100.15,49
1206,Notebook,22.79,35
1207,Funda,449.72,68
1208,Celular,638.3,71
1209,Funda,242.28,99
1210,Tablet,122.06,99
1211,Cargador,282.6,51
1212,Tablet,784.52,96
1213,Funda,508.75,6
1214,Notebook,212.95,84
1215,Celular,667.38,4
1216,Celular,738.34,23
1217,Cargador,297.13,21
1218,Funda,287.66,99
1219,Notebook,533.82,35
1220,Funda,635.39,59
1221,Funda,246.97,39
1222,Funda,198.67,66
1223,Funda,618.54,60
1224,Celular,114.76,33
1225,Cargador,182.65,8
1226,Celular,378.56,3
1227,Funda,398.58,68
1228,Funda,627.43,6
1229,Cargador,365.04,7
1230,Notebook,146.29,67
1231,Celular,390.22,29
1232,Cargador,129.82,94
1233,Tablet,130.32,77
1234,Notebook,327.12,97
1235,Tablet,165.78,36
1236,Cargador,447.43,74
1237,Notebook,179.54,29
1238,Funda,325.87,90
1239,Cargador,309.04,55
1240,Funda,146.49,49
1241,Cargador,357.89,81
1242,Notebook,480.0,45
1243,Notebook,291.48,10
1244,Notebook,551.26,15
1245,Funda,719.09,70
1246,Notebook,454.01,23
1247,Notebook,482.81,36
1248,Cargador,563.96,24
1249,Cargador,743.3,69
1250,Celular,32.9,25
1251,Tablet,433.53,72
1252,Celular,14.81,98
1253,Funda,173.21,76
1254,Celular,594.78,78
1255,Funda,752.41,44
1256,Cargador,60.91,96
1257,Notebook,316.02,11
1258,Cargador,620.89,10
1259,Cargador,797.01,83
1260,Cargador,357.68,93
1261,Tablet,596.22,52
1262,Cargador,306.08,30
1263,Celular,270.31,30
1264,Notebook,140.32,62
1265,Cargador,261.21,21
1266,Funda,266.66,22
1267,Notebook,302.91,99
1268,Notebook,740.18,42
1269,Funda,726.57,56
1270,Tablet,369.68,95
1271,Funda,220.11,92
1272,Celular,584.05,37
1273,Funda,156.75,43
1274,Funda,422.47,85
1275,Notebook,249.5,95
1276,Funda,13.78,72
1277,Cargador,559.06,94
1278,Notebook,193.65,1
1279,Notebook,150.55,16
1280,Notebook,246.9,26
1281,Notebook,676.61,1
1282,Tablet,369.22,97
1283,Cargador,332.58,52
1284,Tablet,108.95,59
1285,Celular,203.68,53
1286,Tablet,292.2,79
1287,Notebook,706.12,55
1288,Cargador,796.61,75
1289,Tablet,56.27,95
1290,Tablet,113.16,84
1291,Cargador,760.31,28
1292,Tablet,357.61,54
1293,Cargador,656.62,13
1294,Celular,762.79,7
1295,Tablet,592.03,15
1296,Cargador,485.76,83
1297,Notebook,658.92,34
1298,Cargador,37.43,51
1299,Cargador,677.94,43
1300,Notebook,506.54,90
1301,Tablet,233.51,75
1302,Notebook,197.7,78
1303,Tablet,662.11,51
1304,Funda,43.6,57
1305,Cargador,787.03,29
1306,Funda,307.11,68
1307,Funda,725.59,60
1308,Celular,485.75,49
1309,Notebook,730.64,80
1310,Notebook,139.9,2
1311,Notebook,537.25,3
1312,Cargador,465.27,78
1313,Notebook,148.24,87
1314,Celular,47.08,72
1315,Cargador,388.21,25
1316,Celular,669.96,39
1317,Celular,95.5,99
1318,Cargador,157.43,9
1319,Tablet,788.58,43
1320,Tablet,470.54,56
1321,Tablet,49.44,64
1322,Funda,762.54,9
1323,Tablet,51.17,1
1324,Funda,594.78,81
1325,Notebook,797.82,15
1326,Cargador,279.88,86
1327,Notebook,771.24,83
1328,Notebook,264.03,79
1329,Notebook,678.18,63
1330,Celular,255.6,92
1331,Funda,413.14,5
1332,Notebook,292.72,81
1333,Funda,759.68,64
1334,Funda,101.78,27
1335,Funda,125.94,18
1336,Tablet,541.95,15
1337,Celular,226.49,11
1338,Notebook,583.74,70
1339,Celular,97.86,91
1340,Cargador,717.41,51
1341,Notebook,578.19,5
1342,Celular,55.19,68
1343,Tablet,84.09,20
1344,Cargador,90.5,52
1345,Tablet,433.24,59
1346,Celular,633.63,36
1347,Celular,161.47,2
1348,Cargador,272.09,68
1349,Tablet,645.28,26
1350,Celular,596.39,21
1351,Celular,327.48,44
1352,Funda,614.31,42
1353,Celular,671.7,42
1354,Tablet,274.08,48
1355,Tablet,87.83,53
1356,Tablet,156.53,4
1357,Funda,220.63,16
1358,Notebook,262.92,49
1359,Funda,127.61,20
1360,Celular,44.51,19
1361,Cargador,656.4,33
1362,Notebook,610.72,64
1363,Notebook,524.57,84
1364,Celular,72.78,45
1365,Tablet,217.8,34
1366,Funda,613.11,35
1367,Notebook,660.75,88
1368,Notebook,202.96,24
1369,Cargador,41.94,60
1370,Cargador,694.77,12
1371,Funda,197.18,81
1372,Tablet,310.49,36
1373,Notebook,476.74,38
1374,Notebook,54.95,15
1375,Notebook,481.63,85
1376,Notebook,615.3,89
1377,Celular,51.11,83
1378,Notebook,482.24,42
1379,Funda,601.82,89
1380,Notebook,26.2,66
1381,Tablet,343.85,96
1382,Tablet,212.04,74
1383,Notebook,282.1,39
1384,Funda,346.42,94
1385,Notebook,473.29,0
1386,Notebook,726.44,10
1387,Tablet,565.44,32
1388,Cargador,655.21,1
1389,Tablet,702.71,87
1390,Celular,564.78,26
1391,Cargador,530.18,35
1392,Celular,290.22,39
1393,Tablet,247.92,30
1394,Notebook,143.92,6
1395,Celular,686.87,65
1396,Tablet,622.62,79
1397,Tablet,68.29,54
1398,Funda,391.26,58
1399,Tablet,727.66,44
1400,Celular,579.64,81
1401,Funda,154.66,16
1402,Cargador,305.01,91
1403,Funda,623.74,61
1404,Notebook,104.61,76
1405,Funda,150.73,83
1406,Cargador,246.47,84
1407,Celular,574.13,2
1408,Funda,576.62,86
1409,Funda,710.9,34
1410,Tablet,86.67,76
1411,Funda,433.78,85
1412,Cargador,98.33,43
1413,Funda,584.01,22
1414,Funda,560.25,71
1415,Tablet,210.17,21
1416,Tablet,423.53,79
1417,Tablet,663.76,97
1418,Funda,596.62,47
1419,Cargador,327.38,59
1420,Notebook,717.76,71
1421,Tablet,220.22,63
1422,Celular,350.64,35
1423,Funda,268.61,29
1424,Cargador,536.32,53
1425,Funda,799.38,34
1426,Tablet,723.66,13
1427,Tablet,190.77,69
1428,Funda,745.51,47
1429,Celular,768.14,90
1430,Notebook,465.82,5
1431,Funda,619.21,54
1432,Notebook,765.45,97
1433,Funda,178.45,32
1434,Tablet,251.97,12
1435,Tablet,634.59,27
1436,Notebook,577.24,91
1437,Funda,48.86,98
1438,Tablet,351.49,69
1439,Tablet,696.69,17
1440,Notebook,665.51,30
1441,Cargador,743.76,33
1442,Funda,668.9,57
1443,Cargador,712.06,13
1444,Cargador,684.2,2
1445,Celular,158.5,73
1446,Celular,429.21,34
1447,Tablet,338.43,51
1448,Celular,510.09,15
1449,Celular,362.88,7
1450,Tablet,289.03,71
1451,Cargador,381.37,76
1452,Cargador,660.21,12
1453,Celular,454.49,21
1454,Cargador,727.19,66
1455,Cargador,142.01,9
1456,Cargador,615.0,36
1457,Cargador,217.73,59
1458,Cargador,315.71,71
1459,Notebook,150.8,45
1460,Cargador,695.66,33
1461,Cargador,677.45,91
1462,Tablet,124.96,77
1463,Notebook,350.4,33
1464,Funda,679.73,73
1465,Cargador,130.09,97
1466,Tablet,392.5,84
1467,Celular,376.73,38
1468,Cargador,367.22,70
1469,Tablet,725.31,85
1470,Celular,676.12,36
1471,Notebook,142.95,94
1472,Celular,420.61,12
1473,Celular,547.87,42
1474,Notebook,739.81,68
1475,Celular,717.26,25
1476,Notebook,330.73,88
1477,Notebook,241.39,94
1478,Funda,450.72,40
1479,Notebook,273.85,81
1480,Celular,607.1,86
1481,Celular,524.09,57
1482,Celular,161.76,56
1483,Notebook,252.58,81
1484,Tablet,425.87,53
1485,Funda,649.01,2
1486,Tablet,61.02,12
1487,Celular,54.5,5
1488,Tablet,51.65,28
1489,Notebook,282.26,21
1490,Tablet,187.87,46
1491,Notebook,189.37,89
1492,Tablet,356.38,93
1493,Cargador,565.26,22
1494,Celular,361.12,97
1495,Funda,69.44,50
1496,Cargador,89.89,97
1497,Funda,314.41,14
1498,Celular,392.89,81
1499,Tablet,477.74,68
1500,Cargador,580.19,81
1501,Celular,103.78,21
1502,Notebook,120.23,3
1503,Celular,342.85,89
1504,Cargador,602.93,72
1505,Funda,398.46,50
1506,Celular,683.39,51
1507,Tablet,28.99,19
1508,Celular,81.39,52
1509,Celular,121.37,19
1510,Cargador,773.81,59
1511,Cargador,453.16,23
1512,Funda,287.56,58
1513,Cargador,626.82,76
1514,Cargador,397.69,35
1515,Funda,584.68,72
1516,Celular,423.25,70
1517,Cargador,596.11,30
1518,Celular,416.16,80
1519,Notebook,357.24,89
1520,Cargador,269.85,51
1521,Tablet,78.58,62
1522,Cargador,766.15,49
1523,Tablet,182.95,43
1524,Funda,222.02,12
1525,Cargador,799.94,96
1526,Funda,540.61,99
1527,Funda,706.42,50
1528,Notebook,96.55,32
1529,Cargador,24.4,34
1530,Cargador,216.06,54
1531,Notebook,624.84,99
1532,Tablet,233.85,83
1533,Cargador,419.76,90
1534,Funda,727.76,45
1535,Funda,617.57,45
1536,Notebook,715.19,8
1537,Celular,144.98,52
1538,Cargador,490.84,78
1539,Cargador,276.21,89
1540,Funda,265.49,21
1541,Celular,10.88,63
1542,Notebook,62.41,31
1543,Cargador,301.75,5
1544,Celular,568.52,71
1545,Funda,149.83,7
1546,Celular,711.19,38
1547,Notebook,682.5,8
1548,Notebook,405.47,59
1549,Notebook,640.92,93
1550,Funda,306.94,71
1551,Cargador,558.76,93
1552,Funda,735.25,97
1553,Funda,192.66,82
1554,Tablet,251.46,1
1555,Funda,429.16,66
1556,Funda,618.73,42
1557,Celular,279.09,98
1558,Funda,215.63,46
1559,Notebook,373.39,59
1560,Cargador,794.8,58
1561,Notebook,465.72,57
1562,Funda,480.37,15
1563,Cargador,340.44,82
1564,Notebook,242.04,43
1565,Cargador,142.44,10
1566,Cargador,353.45,60
1567,Notebook,149.47,58
1568,Celular,704.08,50
1569,Tablet,759.16,66
1570,Funda,307.64,64
1571,Tablet,145.55,33
1572,Cargador,446.14,67
1573,Tablet,594.95,52
1574,Celular,232.38,58
1575,Notebook,468.96,47
1576,Tablet,30.73,90
1577,Cargador,297.62,23
1578,Tablet,375.5,14
1579,Tablet,490.83,7
1580,Funda,54.92,31
1581,Celular,249.12,62
1582,Notebook,661.76,77
1583,Celular,665.47,3
1584,Funda,136.01,18
1585,Tablet,756.67,8
1586,Notebook,580.74,44
1587,Cargador,449.26,93
1588,Tablet,656.27,89
1589,Notebook,42.97,67
1590,Celular,274.79,25
1591,Cargador,605.36,87
1592,Cargador,738.05,20
1593,Celular,421.72,0
1594,Celular,15.38,37
1595,Tablet,580.2,71
1596,Funda,739.14,86
1597,Tablet,673.08,73
1598,Funda,227.66,25
1599,Notebook,18.35,32
1600,Cargador,346.04,90
1601,Celular,544.81,31
1602,Funda,376.61,98
1603,Cargador,670.33,63
1604,Notebook,783.46,9
1605,Tablet,695.86,32
1606,Cargador,269.25,66
1607,Cargador,413.57,68
1608,Cargador,297.82,76
1609,Notebook,322.39,64
1610,Notebook,623.86,34
1611,Funda,441.09,1
1612,Tablet,258.43,24
1613,Funda,724.31,64
1614,Funda,329.77,16
1615,Notebook,649.0,4
1616,Funda,469.03,86
1617,Celular,796.45,77
1618,Cargador,359.17,23
1619,Notebook,408.33,71
1620,Celular,148.12,80
1621,Celular,423.27,21
1622,Celular,485.53,93
1623,Cargador,548.62,60
1624,Notebook,345.42,47
1625,Funda,233.06,98
1626,Cargador,119.07,18
1627,Tablet,760.1,82
1628,Celular,264.39,14
1629,Celular,28.85,27
1630,Celular,114.39,61
1631,Cargador,121.65,26
1632,Funda,209.44,68
1633,Notebook,369.32,79
1634,Funda,764.45,84
1635,Celular,403.22,75
1636,Funda,66.17,59
1637,Celular,199.49,8
1638,Tablet,372.82,2
1639,Funda,638.83,80
1640,Tablet,233.02,24
1641,Notebook,328.18,62
1642,Tablet,129.19,32
1643,Funda,223.77,60
1644,Tablet,578.55,95
1645,Funda,113.42,44
1646,Cargador,398.64,20
1647,Celular,680.84,85
1648,Tablet,602.16,91
1649,Cargador,658.19,89
1650,Celular,351.7,7
1651,Notebook,788.35,18
1652,Notebook,308.03,48
1653,Celular,692.09,76
1654,Notebook,337.41,36
1655,Cargador,727.11,62
1656,Funda,706.07,54
1657,Tablet,220.98,30
1658,Notebook,634.54,2
1659,Celular,781.37,3
1660,Notebook,711.78,6
1661,Tablet,249.9,65
1662,Notebook,674.68,76
1663,Notebook,234.62,10
1664,Funda,392.81,35
1665,Tablet,66.49,66
1666,Cargador,113.68,65
1667,Celular,684.68,75
1668,Cargador,594.35,31
1669,Celular,346.01,55
1670,Celular,654.9,19
1671,Cargador,362.84,84
1672,Notebook,418.41,70
1673,Tablet,33.23,44
1674,Tablet,592.44,66
1675,Cargador,638.7,55
1676,Celular,663.23,85
1677,Notebook,214.34,95
1678,Tablet,707.73,59
1679,Celular,401.19,62
1680,Tablet,539.2,76
1681,Tablet,585.3,80
1682,Notebook,139.06,95
1683,Funda,27.62,12
1684,Funda,518.71,80
1685,Notebook,207.98,18
1686,Funda,562.75,18
1687,Notebook,736.26,8
1688,Cargador,626.6,59
1689,Tablet,324.53,46
1690,Notebook,192.14,71
1691,Funda,390.84,97
1692,Notebook,170.44,74
1693,Tablet,23.93,64
1694,Funda,224.49,77
1695,Funda,789.46,78
1696,Notebook,185.81,46
1697,Tablet,634.47,1
1698,Notebook,719.04,35
1699,Funda,105.06,82
1700,Notebook,416.24,65
1701,Notebook,263.51,6
1702,Tablet,58.45,48
1703,Cargador,541.28,63
1704,Notebook,668.11,11
1705,Tablet,504.95,86
1706,Funda,51.31,81
1707,Celular,35.32,58
1708,Tablet,307.09,94
1709,Cargador,206.33,99
1710,Funda,455.04,27
1711,Funda,651.59,30
1712,Celular,277.82,17
1713,Notebook,345.55,58
1714,Celular,368.38,43
1715,Funda,258.12,71
1716,Funda,165.75,46
1717,Cargador,469.85,35
1718,Notebook,759.73,6
1719,Celular,52.76,18
1720,Cargador,20.54,44
1721,Notebook,590.44,40
1722,Celular,237.15,81
1723,Tablet,316.2,47
1724,Notebook,735.76,40
1725,Cargador,396.75,74
1726,Cargador,321.88,72
1727,Tablet,320.55,57
1728,Tablet,141.21,58
1729,Notebook,318.13,84
1730,Cargador,102.33,3
1731,Cargador,410.97,29
1732,Celular,436.19,57
1733,Tablet,437.28,44
1734,Funda,676.71,25
1735,Funda,500.54,60
1736,Cargador,693.79,8
1737,Notebook,145.64,48
1738,Celular,262.91,25
1739,Tablet,167.55,28
1740,Celular,461.46,45
1741,Celular,674.73,74
1742,Funda,109.57,53
1743,Tablet,524.92,23
1744,Celular,477.6,18
1745,Celular,795.19,96
1746,Celular,10.82,80
1747,Tablet,728.58,18
1748,Notebook,354.82,94
1749,Funda,775.32,23
1750,Notebook,207.39,91
1751,Funda,799.76,36
1752,Tablet,126.7,15
1753,Tablet,642.12,99
1754,Cargador,127.13,14
1755,Celular,655.5,65
1756,Notebook,381.9,77
1757,Cargador,688.46,30
1758,Funda,529.57,53
1759,Cargador,394.91,60
1760,Notebook,542.23,67
1761,Celular,132.93,84
1762,Celular,612.51,95
1763,Tablet,60.8,84
1764,Celular,143.95,85
1765,Celular,644.35,63
1766,Celular,110.76,68
1767,Notebook,503.36,68
1768,Tablet,652.82,21
1769,Tablet,792.52,26
1770,Cargador,275.17,43
1771,Tablet,407.71,37
1772,Funda,425.38,4
1773,Funda,470.18,33
1774,Tablet,157.02,40
1775,Notebook,672.82,44
1776,Cargador,729.31,94
1777,Cargador,268.47,31
1778,Funda,366.86,56
1779,Notebook,145.26,56
1780,Funda,387.29,98
1781,Tablet,581.69,84
1782,Tablet,52.33,14
1783,Cargador,466.84,27
1784,Notebook,39.43,18
1785,Notebook,255.55,76
1786,Notebook,27.6,12
1787,Notebook,187.73,24
1788,Notebook,668.03,54
1789,Funda,634.51,48
1790,Funda,217.52,47
1791,Funda,279.01,43
1792,Celular,515.51,61
1793,Funda,501.25,99
1794,Tablet,152.99,7
1795,Celular,49.09,19
1796,Celular,347.68,46
1797,Funda,312.95,19
1798,Tablet,200.04,79
1799,Celular,591.69,58
1800,Cargador,673.32,94
1801,Cargador,447.73,60
1802,Notebook,87.59,53
1803,Celular,39.28,13
1804,Notebook,47.54,30
1805,Tablet,121.61,28
1806,Celular,297.44,2
1807,Notebook,601.56,75
1808,Cargador,347.59,92
1809,Tablet,744.11,43
1810,Tablet,391.04,29
1811,Tablet,401.33,90
1812,Cargador,557.48,79
1813,Tablet,499.02,47
1814,Celular,544.46,34
1815,Funda,440.34,28
1816,Tablet,667.16,9
1817,Funda,54.22,52
1818,Funda,792.68,24
1819,Funda,534.38,72
1820,Celular,308.59,88
1821,Tablet,176.33,87
1822,Cargador,689.94,0
1823,Cargador,573.57,23
1824,Cargador,599.55,16
1825,Celular,537.04,14
1826,Cargador,508.31,89
1827,Tablet,469.46,43
1828,Tablet,646.66,6
1829,Notebook,195.87,75
1830,Funda,788.52,36
1831,Funda,74.3,41
1832,Cargador,592.23,21
1833,Tablet,171.45,1
1834,Tablet,577.09,84
1835,Funda,399.88,34
1836,Tablet,97.0,87
1837,Tablet,33.2,85
1838,Tablet,375.47,71
1839,Celular,17.19,14
1840,Celular,461.23,82
1841,Cargador,478.59,3
1842,Notebook,86.07,9
1843,Celular,631.61,44
1844,Celular,702.6,25
1845,Cargador,641.88,48
1846,Tablet,370.1,87
1847,Notebook,519.23,69
1848,Notebook,318.05,93
1849,Celular,743.77,77
1850,Funda,217.26,34
1851,Cargador,222.34,75
1852,Notebook,47.61,39
1853,Celular,332.09,27
1854,Funda,683.86,13
1855,Funda,215.54,45
1856,Funda,234.7,89
1857,Notebook,148.75,18
1858,Cargador,444.15,1
1859,Cargador,240.58,37
1860,Notebook,251.81,68
1861,Celular,482.07,20
1862,Notebook,43.5,30
1863,Funda,79.94,83
1864,Cargador,744.78,96
1865,Funda,409.24,88
1866,Notebook,755.18,11
1867,Funda,90.87,41
1868,Celular,60.97,75
1869,Notebook,59.7,72
1870,Cargador,118.16,5
1871,Funda,77.47,86
1872,Notebook,484.89,43
1873,Funda,768.42,37
1874,Funda,734.98,97
1875,Funda,237.75,75
1876,Tablet,754.41,39
1877,Notebook,519.0,93
1878,Tablet,197.23,33
1879,Funda,437.14,14
1880,Funda,311.31,77
1881,Notebook,660.02,96
1882,Celular,534.99,17
1883,Funda,603.59,72
1884,Celular,76.01,99
1885,Cargador,387.27,82
1886,Funda,56.57,96
1887,Tablet,195.98,36
1888,Funda,516.5,62
1889,Cargador,222.7,12
1890,Notebook,127.46,79
1891,Funda,497.54,57
1892,Notebook,87.15,83
1893,Funda,480.43,23
1894,Funda,199.97,85
1895,Funda,140.89,31
1896,Notebook,679.49,19
1897,Celular,79.67,95
1898,Tablet,727.14,51
1899,Celular,547.89,68
1900,Celular,376.72,15
1901,Tablet,708.44,38
1902,Funda,515.63,54
1903,Tablet,559.44,67
1904,Celular,252.8,43
1905,Funda,138.03,32
1906,Funda,93.19,72
1907,Funda,722.45,33
1908,Tablet,555.99,92
1909,Celular,306.65,36
1910,Cargador,625.01,12
1911,Funda,622.63,54
1912,Celular,329.85,88
1913,Tablet,787.65,35
1914,Funda,697.52,91
1915,Notebook,447.17,99
1916,Cargador,228.83,94
1917,Tablet,144.94,10
1918,Funda,147.95,96
1919,Notebook,521.74,87
1920,Notebook,700.8,67
1921,Funda,105.21,30
1922,Tablet,36.18,66
1923,Cargador,538.97,38
1924,Funda,694.54,30
1925,Tablet,757.0,44
1926,Cargador,373.2,64
1927,Funda,117.78,89
1928,Celular,777.37,16
1929,Funda,730.32,98
1930,Celular,459.17,75
1931,Celular,225.72,67
1932,Tablet,225.55,31
1933,Notebook,88.56,0
1934,Notebook,132.88,23
1935,Funda,98.69,83
1936,Notebook,573.09,77
1937,Celular,568.89,89
1938,Cargador,653.14,9
1939,Celular,115.44,27
1940,Tablet,289.19,39
1941,Celular,452.18,90
1942,Cargador,723.87,17
1943,Notebook,370.25,75
1944,Notebook,644.41,62
1945,Cargador,53.45,37
1946,Celular,739.81,60
1947,Celular,646.25,43
1948,Notebook,357.54,41
1949,Cargador,477.97,38
1950,Notebook,245.89,16
1951,Notebook,115.63,83
1952,Cargador,21.22,84
1953,Notebook,605.04,88
1954,Tablet,392.62,18
1955,Tablet,434.36,65
1956,Cargador,434.62,9
1957,Funda,587.87,14
1958,Notebook,415.62,55
1959,Cargador,35.6,30
1960,Tablet,354.78,7
1961,Celular,230.79,82
1962,Notebook,776.77,3
1963,Notebook,305.12,21
1964,Funda,84.51,73
1965,Tablet,184.8,22
1966,Celular,54.69,12
1967,Notebook,680.28,15
1968,Tablet,139.11,90
1969,Celular,12.72,46
1970,Notebook,507.61,36
1971,Celular,698.12,29
1972,Tablet,448.92,71
1973,Notebook,737.69,41
1974,Tablet,562.7,40
1975,Funda,40.3,74
1976,Celular,505.53,72
1977,Tablet,418.98,59
1978,Tablet,441.27,57
1979,Cargador,650.2,1
1980,Cargador,563.17,20
1981,Celular,752.89,97
1982,Funda,394.65,17
1983,Cargador,441.06,32
1984,Funda,35.68,1
1985,Cargador,462.14,86
1986,Funda,712.7,81
1987,Tablet,12.04,34
1988,Funda,58.64,46
1989,Tablet,403.53,40
1990,Tablet,461.92,21
1991,Cargador,258.96,64
1992,Notebook,706.3,88
1993,Funda,405.81,18
1994,Celular,663.72,17
1995,Tablet,468.95,50
1996,Funda,11.3,16
1997,Funda,12.33,31
1998,Funda,465.2,19
1999,Cargador,593.38,79
2000,Tablet,377.45,95
